label,kode_gedung,nama_lokasi,provinsi,kawasan,area,alamat_lokasi,peruntukan,kab_kota,witel,kelas_berbayar,luasan_berbayar,keterangan,histori,simpan,id
3233201402 - GUDANG KANCI - GUDANG,3233201402,GUDANG KANCI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA KANCI KM. 10, KANCI - CIREBON, KAB. CIREBON",GUDANG,KAB. CIREBON,PRIANGAN TIMUR,KELAS 5,6.14,AKTIF,,,ID002065
3233201403 - HALAMAN STO KANCI - HALAMAN,3233201403,HALAMAN STO KANCI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA KANCI KM. 10, KANCI - CIREBON, KAB. CIREBON",HALAMAN,KAB. CIREBON,PRIANGAN TIMUR,KELAS 6,837.96,AKTIF,,,ID002066
3233201501 - STO KARANGAMPEL - OFFICE,3233201501,STO KARANGAMPEL,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KARANG AMPEL RAYA BARAT, AMPEL - INDRAMAYU, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,181.43,AKTIF,,,ID002067
3233201502 - GUDANG KARANGAMPEL - GUDANG,3233201502,GUDANG KARANGAMPEL,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KARANG AMPEL RAYA BARAT, AMPEL - INDRAMAYU, KAB. INDRAMAYU",GUDANG,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,36.05,AKTIF,,,ID002068
3233201503 - GEDUNG KOSONG KARANGAMPEL - IDLE,3233201503,GEDUNG KOSONG KARANGAMPEL,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KARANG AMPEL RAYA BARAT, AMPEL - INDRAMAYU, KAB. INDRAMAYU",IDLE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,81.12,AKTIF,,,ID002069
3233201601 - STO KARYA MULYA - OFFICE,3233201601,STO KARYA MULYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SEKAR KEMUNING, KARYA MULYA - CIREBON, KAB. CIREBON",OFFICE,KAB. CIREBON,PRIANGAN TIMUR,KELAS 4,268.23,AKTIF,,,ID002070
3233201602 - GUDANG KARYA MULYA - GUDANG,3233201602,GUDANG KARYA MULYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SEKAR KEMUNING, KARYA MULYA - CIREBON, KAB. CIREBON",GUDANG,KAB. CIREBON,PRIANGAN TIMUR,KELAS 5,63.04,AKTIF,,,ID002071
3233201603 - HALAMAN STO KARYA MULYA - HALAMAN,3233201603,HALAMAN STO KARYA MULYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SEKAR KEMUNING, KARYA MULYA - CIREBON, KAB. CIREBON",HALAMAN,KAB. CIREBON,PRIANGAN TIMUR,KELAS 6,894.10,AKTIF,,,ID002072
3233201701 - PLASA / STO KUNINGAN - OFFICE,3233201701,PLASA / STO KUNINGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. LANGLANG BUANA NO. 2, KAB. KUNINGAN",OFFICE,KAB. KUNINGAN,PRIANGAN TIMUR,KELAS 4,281.39,AKTIF,,,ID002073
3233201702 - GUDANG KUNINGAN - GUDANG,3233201702,GUDANG KUNINGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. LANGLANG BUANA NO. 2, KAB. KUNINGAN",GUDANG,KAB. KUNINGAN,PRIANGAN TIMUR,KELAS 5,14.08,AKTIF,,,ID002074
3233201703 - GEDUNG KOSONG KUNINGAN - IDLE,3233201703,GEDUNG KOSONG KUNINGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. LANGLANG BUANA NO. 2, KAB. KUNINGAN",IDLE,KAB. KUNINGAN,PRIANGAN TIMUR,KELAS 4,311.30,AKTIF,,,ID002075
3233201801 - STO LINGGARJATI - OFFICE,3233201801,STO LINGGARJATI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CILIMUS NO. 151, RT. 15/04, KEL. CILIMUS, KEC. CILIMUS, KAB. KUNINGAN",OFFICE,KAB. KUNINGAN,PRIANGAN TIMUR,KELAS 4,470.36,AKTIF,,,ID002076
3233201802 - GEDUNG KOSONG LINGGARJATI - IDLE,3233201802,GEDUNG KOSONG LINGGARJATI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CILIMUS NO. 151, RT. 15/04, KEL. CILIMUS, KEC. CILIMUS, KAB. KUNINGAN",IDLE,KAB. KUNINGAN,PRIANGAN TIMUR,KELAS 4,167.03,AKTIF,,,ID002077
3233201901 - STO LOSARANG - OFFICE,3233201901,STO LOSARANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LOSARANG NO. 50, DS KRIMUN, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,228.58,AKTIF,,,ID002078
3233201902 - GUDANG LOSARANG - GUDANG,3233201902,GUDANG LOSARANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LOSARANG NO. 50, DS KRIMUN, KAB. INDRAMAYU",GUDANG,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,12.67,AKTIF,,,ID002079
3233201903 - HALAMAN STO LOSARANG - HALAMAN,3233201903,HALAMAN STO LOSARANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LOSARANG NO. 50, DS KRIMUN, KAB. INDRAMAYU",HALAMAN,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 6,299.00,AKTIF,,,ID002080
3233202001 - STO LOSARI - OFFICE,3233202001,STO LOSARI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LOSARI BARAT NO. 6, LOSARI, CIREBON KOTA",OFFICE,KOTA CIREBON,PRIANGAN TIMUR,KELAS 4,274.44,AKTIF,,,ID002081
3233202002 - GUDANG LOSARI - GUDANG,3233202002,GUDANG LOSARI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LOSARI BARAT NO. 6, LOSARI, CIREBON KOTA",GUDANG,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,16.23,AKTIF,,,ID002082
3233202101 - PLASA / STO MAJALENGKA - OFFICE,3233202101,PLASA / STO MAJALENGKA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KH. ABDUL HALIM NO. 272, KAB. MAJALENGKA",OFFICE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,354.13,AKTIF,,,ID002083
3233202102 - GUDANG MAJALENGKA - GUDANG,3233202102,GUDANG MAJALENGKA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KH. ABDUL HALIM NO. 272, KAB. MAJALENGKA",GUDANG,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 5,15.28,AKTIF,,,ID002084
3233202103 - GEDUNG KOSONG MAJALENGKA - IDLE,3233202103,GEDUNG KOSONG MAJALENGKA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KH. ABDUL HALIM NO. 272, KAB. MAJALENGKA",IDLE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,197.59,AKTIF,,,ID002085
3233202301 - STO PATROL - OFFICE,3233202301,STO PATROL,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PATROL NO. 6, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,480.74,AKTIF,,,ID002088
3233202302 - GUDANG PATROL - GUDANG,3233202302,GUDANG PATROL,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PATROL NO. 6, KAB. INDRAMAYU",GUDANG,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,55.01,AKTIF,,,ID002089
3233202303 - HALAMAN STO PATROL - HALAMAN,3233202303,HALAMAN STO PATROL,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PATROL NO. 6, KAB. INDRAMAYU",HALAMAN,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 6,780.73,AKTIF,,,ID002090
3233202501 - STO RAJAGALUH - OFFICE,3233202501,STO RAJAGALUH,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MUTIARA NO. 61 C, RAJA GALUH, KAB. MAJALENGKA",OFFICE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,266.54,AKTIF,,,ID002095
3233202502 - GUDANG RAJAGALUH - GUDANG,3233202502,GUDANG RAJAGALUH,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MUTIARA NO. 61 C, RAJA GALUH, KAB. MAJALENGKA",GUDANG,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 5,27.66,AKTIF,,,ID002096
3233202503 - GEDUNG KOSONG RAJAGALUH - IDLE,3233202503,GEDUNG KOSONG RAJAGALUH,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MUTIARA NO. 61 C, RAJA GALUH, KAB. MAJALENGKA",IDLE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,88.87,AKTIF,,,ID002097
3233202504 - HALAMAN STO RAJAGALUH - HALAMAN,3233202504,HALAMAN STO RAJAGALUH,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MUTIARA NO. 61 C, RAJA GALUH, KAB. MAJALENGKA",HALAMAN,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 6,"1,195.49",AKTIF,,,ID002098
3233202601 - STO SINDANG LAUT - OFFICE,3233202601,STO SINDANG LAUT,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LEMAH ABANG NO. 13, KAB. SUBANG",OFFICE,KAB. SUBANG,PRIANGAN TIMUR,KELAS 4,395.58,AKTIF,,,ID002099
3233202602 - HALAMAN STO SINDANG LAUT - HALAMAN,3233202602,HALAMAN STO SINDANG LAUT,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LEMAH ABANG NO. 13, KAB. SUBANG",HALAMAN,KAB. SUBANG,PRIANGAN TIMUR,KELAS 6,907.54,AKTIF,,,ID002100
3263200101 - PLASA / WITEL TASIKMALAYA - OFFICE,3263200101,PLASA / WITEL TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MERDEKA NO. 23, TASIKMALAYA KOTA",OFFICE,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,"1,629.85",AKTIF,,,ID002229
3263200102 - GUDANG WITEL TASIKMALAYA - GUDANG,3263200102,GUDANG WITEL TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MERDEKA NO. 23, TASIKMALAYA KOTA",GUDANG,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,114.82,AKTIF,,,ID002230
3263200103 - GEDUNG KOSONG WITEL TASIKMALAYA - IDLE,3263200103,GEDUNG KOSONG WITEL TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MERDEKA NO. 23, TASIKMALAYA KOTA",IDLE,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,426.58,AKTIF,,,ID002231
3263200104 - WITEL TASIKMALAYA - UTILITY,3263200104,WITEL TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MERDEKA NO. 23, TASIKMALAYA KOTA",UTILITY,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,65.34,AKTIF,,,ID002232
3263200201 - ARNET TASIKMALAYA - OFFICE,3263200201,ARNET TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MAYOR UTARYA NO. 8, TASIKMALAYA KOTA",OFFICE,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 3,"1,276.49",AKTIF,,,ID002233
3263200202 - GUDANG ARNET TASIKMALAYA - GUDANG,3263200202,GUDANG ARNET TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MAYOR UTARYA NO. 8, TASIKMALAYA KOTA",GUDANG,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,80.09,AKTIF,,,ID002234
3263200203 - GEDUNG KOSONG ARNET TASIKMALAYA - IDLE,3263200203,GEDUNG KOSONG ARNET TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MAYOR UTARYA NO. 8, TASIKMALAYA KOTA",IDLE,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,42.02,AKTIF,,,ID002235
3263200204 - ARNET TASIKMALAYA - UTILITY,3263200204,ARNET TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MAYOR UTARYA NO. 8, TASIKMALAYA KOTA",UTILITY,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,60.43,AKTIF,,,ID002236
3263200301 - DATEL SINGAPARNA - OFFICE,3263200301,DATEL SINGAPARNA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. BOJONGKONENG, SINGAPARNA, KAB. TASIKMALAYA",OFFICE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,538.33,AKTIF,,,ID002237
3263200302 - GUDANG DATEL SINGAPARNA - GUDANG,3263200302,GUDANG DATEL SINGAPARNA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. BOJONGKONENG, SINGAPARNA, KAB. TASIKMALAYA",GUDANG,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,28.45,AKTIF,,,ID002238
3263200303 - GEDUNG KOSONG SINGAPARNA - IDLE,3263200303,GEDUNG KOSONG SINGAPARNA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. BOJONGKONENG, SINGAPARNA, KAB. TASIKMALAYA",IDLE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,16.33,AKTIF,,,ID002239
3263200304 - DATEL SINGAPARNA - UTILITY,3263200304,DATEL SINGAPARNA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. BOJONGKONENG, SINGAPARNA, KAB. TASIKMALAYA",UTILITY,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,33.75,AKTIF,,,ID002240
3263200305 - HALAMAN DATEL SINGAPARNA - HALAMAN,3263200305,HALAMAN DATEL SINGAPARNA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. BOJONGKONENG, SINGAPARNA, KAB. TASIKMALAYA",HALAMAN,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 6,661.79,AKTIF,,,ID002241
3263200401 - EKS CATEL KAWALI - OFFICE,3263200401,EKS CATEL KAWALI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PANJALU CIAMIS KAWALI NO. 215, KAB. CIAMIS",OFFICE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,130.18,AKTIF,,,ID002242
3263200402 - GUDANG KAWALI - GUDANG,3263200402,GUDANG KAWALI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PANJALU CIAMIS KAWALI NO. 215, KAB. CIAMIS",GUDANG,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 5,15.39,AKTIF,,,ID002243
3263200403 - GEDUNG KOSONG KAWALI - IDLE,3263200403,GEDUNG KOSONG KAWALI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PANJALU CIAMIS KAWALI NO. 215, KAB. CIAMIS",IDLE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,191.58,AKTIF,,,ID002244
3263200404 - EKS CATEL KAWALI - UTILITY,3263200404,EKS CATEL KAWALI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PANJALU CIAMIS KAWALI NO. 215, KAB. CIAMIS",UTILITY,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 5,14.00,AKTIF,,,ID002245
3263200405 - HALAMAN EKS CATEL KAWALI - HALAMAN,3263200405,HALAMAN EKS CATEL KAWALI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PANJALU CIAMIS KAWALI NO. 215, KAB. CIAMIS",HALAMAN,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 6,744.59,AKTIF,,,ID002246
3263200501 - EKS CATEL KEDUNGORA - OFFICE,3263200501,EKS CATEL KEDUNGORA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KADUNGORA NO. 244, GARUT, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,197.78,AKTIF,,,ID002247
3263200502 - GUDANG KEDUNGORA - GUDANG,3263200502,GUDANG KEDUNGORA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KADUNGORA NO. 244, GARUT, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,12.87,AKTIF,,,ID002248
3263200503 - GEDUNG KOSONG KEDUNGORA - IDLE,3263200503,GEDUNG KOSONG KEDUNGORA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KADUNGORA NO. 244, GARUT, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,147.21,AKTIF,,,ID002249
3263200504 - EKS CATEL KEDUNGORA - UTILITY,3263200504,EKS CATEL KEDUNGORA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KADUNGORA NO. 244, GARUT, KAB. GARUT",UTILITY,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,23.28,AKTIF,,,ID002250
3263200505 - HALAMAN EKS CATEL KEDUNGORA - HALAMAN,3263200505,HALAMAN EKS CATEL KEDUNGORA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KADUNGORA NO. 244, GARUT, KAB. GARUT",HALAMAN,KAB. GARUT,PRIANGAN TIMUR,KELAS 6,993.77,AKTIF,,,ID002251
3263200601 - EKS CATEL WANARAJA - OFFICE,3263200601,EKS CATEL WANARAJA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA WANARAJA NO. 422, WANARAJA, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,292.21,AKTIF,,,ID002252
3263200602 - GUDANG WANARAJA - GUDANG,3263200602,GUDANG WANARAJA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA WANARAJA NO. 422, WANARAJA, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,24.32,AKTIF,,,ID002253
3263200603 - GEDUNG KOSONG WANARAJA - IDLE,3263200603,GEDUNG KOSONG WANARAJA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA WANARAJA NO. 422, WANARAJA, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,82.96,AKTIF,,,ID002254
3263200604 - EKS CATEL WANARAJA - UTILITY,3263200604,EKS CATEL WANARAJA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA WANARAJA NO. 422, WANARAJA, KAB. GARUT",UTILITY,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,31.85,AKTIF,,,ID002255
3263200701 - TELKOM GARUT CENTRUM - OFFICE,3263200701,TELKOM GARUT CENTRUM,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PRAMUKA NO. 32, GARUT, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,344.15,AKTIF,,,ID002256
3263200702 - GUDANG GARUT CENTRUM - GUDANG,3263200702,GUDANG GARUT CENTRUM,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PRAMUKA NO. 32, GARUT, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,169.96,AKTIF,,,ID002257
3263200703 - GEDUNG KOSONG GARUT CENTRUM - IDLE,3263200703,GEDUNG KOSONG GARUT CENTRUM,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PRAMUKA NO. 32, GARUT, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,454.92,AKTIF,,,ID002258
3263200704 - GARUT CENTRUM - UTILITY,3263200704,GARUT CENTRUM,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PRAMUKA NO. 32, GARUT, KAB. GARUT",UTILITY,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,35.52,AKTIF,,,ID002259
3263200801 - PLASA CIAMIS - OFFICE,3263200801,PLASA CIAMIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JENDERAL SUDIRMAN NO. 4, KAB.CIAMIS",OFFICE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,167.09,AKTIF,,,ID002260
3263200802 - GUDANG PLASA CIAMIS - GUDANG,3263200802,GUDANG PLASA CIAMIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JENDERAL SUDIRMAN NO. 4, KAB.CIAMIS",GUDANG,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 5,14.41,AKTIF,,,ID002261
3263200803 - GEDUNG KOSONG PLASA CIAMIS - IDLE,3263200803,GEDUNG KOSONG PLASA CIAMIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JENDERAL SUDIRMAN NO. 4, KAB.CIAMIS",IDLE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,226.01,AKTIF,,,ID002262
3263200804 - PLASA CIAMIS - UTILITY,3263200804,PLASA CIAMIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JENDERAL SUDIRMAN NO. 4, KAB.CIAMIS",UTILITY,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 5,21.15,AKTIF,,,ID002263
3263200901 - PLASA GARUT - OFFICE,3263200901,PLASA GARUT,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SILIWANGI, GARUT, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 3,376.64,AKTIF,,,ID002264
3263200902 - GEDUNG KOSONG PLASA GARUT - IDLE,3263200902,GEDUNG KOSONG PLASA GARUT,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SILIWANGI, GARUT, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,77.14,AKTIF,,,ID002265
3263201001 - STO BANJAR - OFFICE,3263201001,STO BANJAR,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PERINTIS KEMERDEKAAN NO. 9, RT. 01/01, KEL. BANJAR, KEC. BANJAR, BANJAR KOTA",OFFICE,KOTA BANJAR,PRIANGAN TIMUR,KELAS 4,393.39,AKTIF,,,ID002266
3263201002 - PLASA / GUDANG BANJAR - GUDANG,3263201002,PLASA / GUDANG BANJAR,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PERINTIS KEMERDEKAAN NO. 9, RT. 01/01, KEL. BANJAR, KEC. BANJAR, BANJAR KOTA",GUDANG,KOTA BANJAR,PRIANGAN TIMUR,KELAS 5,34.14,AKTIF,,,ID002267
3263201003 - GEDUNG KOSONG BANJAR - IDLE,3263201003,GEDUNG KOSONG BANJAR,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PERINTIS KEMERDEKAAN NO. 9, RT. 01/01, KEL. BANJAR, KEC. BANJAR, BANJAR KOTA",IDLE,KOTA BANJAR,PRIANGAN TIMUR,KELAS 4,278.31,AKTIF,,,ID002268
3263201004 - HALAMAN STO BANJAR - HALAMAN,3263201004,HALAMAN STO BANJAR,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PERINTIS KEMERDEKAAN NO. 9, RT. 01/01, KEL. BANJAR, KEC. BANJAR, BANJAR KOTA",HALAMAN,KOTA BANJAR,PRIANGAN TIMUR,KELAS 6,"1,218.21",AKTIF,,,ID002269
3263201101 - STO BANJARSARI - OFFICE,3263201101,STO BANJARSARI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIKOKOL NO. 111, KEL. SUKASARI, KEC. BANJARSARI, KAB. CIAMIS",OFFICE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,182.89,AKTIF,,,ID002270
3263201102 - GUDANG BANJARSARI - GUDANG,3263201102,GUDANG BANJARSARI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIKOKOL NO. 111, KEL. SUKASARI, KEC. BANJARSARI, KAB. CIAMIS",GUDANG,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 5,10.81,AKTIF,,,ID002271
3263201103 - GEDUNG KOSONG BANJARSARI - IDLE,3263201103,GEDUNG KOSONG BANJARSARI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIKOKOL NO. 111, KEL. SUKASARI, KEC. BANJARSARI, KAB. CIAMIS",IDLE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,108.77,AKTIF,,,ID002272
3263201104 - HALAMAN STO BANJARSARI - HALAMAN,3263201104,HALAMAN STO BANJARSARI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIKOKOL NO. 111, KEL. SUKASARI, KEC. BANJARSARI, KAB. CIAMIS",HALAMAN,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 6,306.01,AKTIF,,,ID002273
3263201201 - STO CIAMIS - OFFICE,3263201201,STO CIAMIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JEND. SUDIRMAN NO. 90, RT. 02/04, KEL. CIAMIS, KEC. CIAMIS, KAB. CIAMIS",OFFICE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,301.67,AKTIF,,,ID002274
3263201202 - GEDUNG KOSONG CIAMIS - IDLE,3263201202,GEDUNG KOSONG CIAMIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JEND. SUDIRMAN NO. 90, RT. 02/04, KEL. CIAMIS, KEC. CIAMIS, KAB. CIAMIS",IDLE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,38.74,AKTIF,,,ID002275
3263201203 - HALAMAN STO CIAMIS - HALAMAN,3263201203,HALAMAN STO CIAMIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JEND. SUDIRMAN NO. 90, RT. 02/04, KEL. CIAMIS, KEC. CIAMIS, KAB. CIAMIS",HALAMAN,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 6,684.54,AKTIF,,,ID002276
3263201301 - STO CIAWI - OFFICE,3263201301,STO CIAWI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIAWI KM 1,5, KAB. TASIKMALAYA",OFFICE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,370.95,AKTIF,,,ID002277
3263201302 - GEDUNG KOSONG CIAWI TASIKMALAYA - IDLE,3263201302,GEDUNG KOSONG CIAWI TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIAWI KM 1,5, KAB. TASIKMALAYA",IDLE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,71.56,AKTIF,,,ID002278
3263201401 - STO CIBALONG - OFFICE,3263201401,STO CIBALONG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIBALONG, KAB. TASIKMALAYA",OFFICE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,209.50,AKTIF,,,ID002279
3263201402 - GEDUNG KOSONG CIBALONG - IDLE,3263201402,GEDUNG KOSONG CIBALONG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIBALONG, KAB. TASIKMALAYA",IDLE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,56.13,AKTIF,,,ID002280
3263201501 - STO CIBATU - OFFICE,3263201501,STO CIBATU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA H. JUANDA, CIBATU - GARUT, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,243.03,AKTIF,,,ID002281
